#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
F8A5.14	HTA4	3702.Q39216	3702.Q9T0H7	0	0	0	0	0.066	0.242	0.415	0.157	0.604
F8A5.14	HTA8	3702.Q39216	3702.Q9SII0	0	0	0	0	0.066	0.242	0.415	0.157	0.604
F8A5.14	HTA9	3702.Q39216	3702.Q9C944	0	0	0	0	0.066	0.242	0.415	0.157	0.604
F8A5.14	HTR11	3702.Q39216	3702.Q9FKQ3	0	0	0	0	0.058	0.415	0.307	0.115	0.616
F8A5.14	T5J17.190	3702.Q39216	3702.Q9SMQ3	0	0	0	0	0.058	0.415	0.307	0.115	0.616
F8A5.14	T24H18.80	3702.Q39216	3702.Q9LXU8	0	0	0	0	0.058	0.415	0.307	0.115	0.616
F8A5.14	HTR12	3702.Q39216	3702.Q8RVQ9	0	0	0	0	0.058	0.415	0.307	0.115	0.616
F8A5.14	T6J4.12	3702.Q39216	3702.Q9FX60	0	0	0	0	0.058	0.415	0.307	0.115	0.616
F8A5.14	MGH3	3702.Q39216	3702.Q9FXI7	0	0	0	0	0.058	0.415	0.307	0.115	0.616
F8A5.14	RIN1	3702.Q39216	3702.Q9FMR9	0	0	0	0	0.339	0.164	0	0.370	0.621
F8A5.14	K21L13.5	3702.Q39216	3702.Q8GXR1	0	0	0	0	0.134	0.051	0.541	0.137	0.630
F8A5.14	TAF4	3702.Q39216	3702.Q6SJR1	0	0	0	0	0	0.284	0.577	0.073	0.694
F8A5.14	MUB3.7	3702.Q39216	3702.Q9FLG3	0	0	0	0	0	0.610	0.423	0.206	0.805
F8A5.14	GTA2	3702.Q39216	3702.Q9STN3	0	0	0	0	0.047	0.610	0.423	0.206	0.806
F8A5.14	NRPB9A	3702.Q39216	3702.Q6NLH0	0	0	0	0	0.080	0.502	0.384	0.593	0.870
F8A5.14	VIP4	3702.Q39216	3702.Q9FNQ0	0	0	0	0	0.080	0.855	0.095	0.073	0.873
F8A5.14	NRPB9B	3702.Q39216	3702.Q8L5V0	0	0	0	0	0.080	0.502	0.384	0.628	0.881
F8A5.14	VIP5	3702.Q39216	3702.Q9C950	0	0	0	0	0.048	0.864	0	0.182	0.884
F8A5.14	SPT42	3702.Q39216	3702.Q94C60	0	0	0	0	0.081	0.782	0.592	0.289	0.934
F8A5.14	MAH20.24	3702.Q39216	3702.Q8LCQ3	0	0	0	0	0.116	0.782	0.592	0.289	0.936
F8A5.14	NRPD4	3702.Q39216	3702.Q6DBA5	0	0	0	0	0	0.788	0.593	0.358	0.939
F8A5.14	NRPE1	3702.Q39216	3702.Q5D869	0	0	0	0	0.411	0.686	0.705	0.626	0.976
F8A5.14	Q9LIF6_ARATH	3702.Q39216	3702.Q9LIF6	0.113	0	0	0	0.666	0.884	0.639	0.339	0.990
F8A5.14	NRPB10L	3702.Q39216	3702.Q9SYA6	0.118	0	0	0	0.533	0.898	0.826	0.525	0.995
F8A5.14	NRPB8B	3702.Q39216	3702.Q9M1A8	0	0	0	0	0.369	0.902	0.826	0.687	0.996
F8A5.14	NRPB10	3702.Q39216	3702.Q8LFJ6	0.118	0	0	0	0.533	0.898	0.826	0.753	0.997
F8A5.14	NRPA1	3702.Q39216	3702.Q9SVY0	0.113	0	0	0	0.663	0.902	0.826	0.585	0.997
F8A5.14	NRPB6A	3702.Q39216	3702.Q9FJ98	0.118	0	0	0	0.682	0.884	0.826	0.649	0.997
F8A5.14	NRPB6B	3702.Q39216	3702.Q9SJ96	0.118	0	0	0	0.677	0.884	0.826	0.678	0.997
GOLS1	HSA32	3702.O22893	3702.Q8GWL1	0	0	0	0	0.097	0	0	0.372	0.408
GOLS1	ZAT12	3702.O22893	3702.Q42410	0	0	0	0	0.048	0	0.048	0.400	0.408
GOLS1	P5CSA	3702.O22893	3702.P54887	0	0	0	0	0	0	0	0.430	0.430
GOLS1	HSFA4A	3702.O22893	3702.O49403	0	0	0	0	0	0	0	0.431	0.431
GOLS1	HSFB2A	3702.O22893	3702.Q9SCW4	0	0	0	0	0.051	0	0	0.431	0.436
GOLS1	MBF1C	3702.O22893	3702.Q9LV58	0	0	0	0	0.065	0	0	0.432	0.446
GOLS1	HSP70-8	3702.O22893	3702.Q9SKY8	0	0	0	0	0.167	0	0	0.399	0.478
GOLS1	PCNA2	3702.O22893	3702.Q9ZW35	0	0	0	0	0.057	0.351	0.201	0.100	0.501
GOLS1	PCNA	3702.O22893	3702.Q9M7Q7	0	0	0	0	0.057	0.351	0.201	0.100	0.501
GOLS1	HSFB1	3702.O22893	3702.Q96320	0	0	0	0	0.081	0	0	0.482	0.503
GOLS1	LEA7	3702.O22893	3702.Q96270	0	0	0	0	0.044	0	0	0.513	0.514
GOLS1	HSFA1B	3702.O22893	3702.O81821	0	0	0	0	0	0	0	0.548	0.548
GOLS1	HSFA1A	3702.O22893	3702.P41151	0	0	0	0	0	0	0	0.550	0.550
GOLS1	HSP26.5	3702.O22893	3702.Q9SSQ8	0	0	0	0	0.141	0.057	0	0.576	0.626
GOLS1	HSP70-4	3702.O22893	3702.Q9LHA8	0	0	0	0	0.130	0	0	0.599	0.636
GOLS1	HSP18.1	3702.O22893	3702.P19037	0	0	0	0	0.140	0.057	0	0.656	0.696
GOLS1	HSP21	3702.O22893	3702.P31170	0	0	0	0	0.063	0.057	0	0.719	0.730
GOLS1	HSFA3	3702.O22893	3702.Q8GYY1	0	0	0	0	0	0	0	0.740	0.740
GOLS1	HSFA2	3702.O22893	3702.O80982	0	0	0	0	0.077	0	0	0.796	0.803
GOLS2	PXG3	3702.Q9FXB2	3702.O22788	0	0	0	0	0.177	0	0.048	0.779	0.811
GOLS2	HSFA2	3702.Q9FXB2	3702.O80982	0	0	0	0	0.059	0	0	0.635	0.641
GOLS2	P5CSA	3702.Q9FXB2	3702.P54887	0	0	0	0	0.085	0	0	0.598	0.616
GOLS2	LTI65	3702.Q9FXB2	3702.Q04980	0	0	0	0	0.187	0	0	0.540	0.610
GOLS2	RD29A	3702.Q9FXB2	3702.Q06738	0	0	0	0	0.139	0	0	0.636	0.673
GOLS2	HSFA3	3702.Q9FXB2	3702.Q8GYY1	0	0	0	0	0	0	0	0.541	0.541
GOLS2	NAC072	3702.Q9FXB2	3702.Q93VY3	0	0	0	0	0.077	0	0	0.433	0.454
GOLS2	LEA7	3702.Q9FXB2	3702.Q96270	0	0	0	0	0.072	0	0	0.542	0.556
GOLS2	RCI2A	3702.Q9FXB2	3702.Q9ZNQ7	0	0	0	0	0	0	0	0.408	0.408
GOLS2	NCED3	3702.Q9FXB2	3702.Q9LRR7	0	0	0	0	0.163	0	0	0.325	0.410
GOLS2	PCNA2	3702.Q9FXB2	3702.Q9ZW35	0	0	0	0	0.057	0.351	0.201	0.100	0.501
GOLS2	PCNA	3702.Q9FXB2	3702.Q9M7Q7	0	0	0	0	0.057	0.351	0.201	0.100	0.501
GPX6	P5CSA	3702.O48646	3702.P54887	0.073	0	0	0	0	0	0	0.439	0.458
GPX6	ZAT12	3702.O48646	3702.Q42410	0	0	0	0	0.054	0.051	0	0.540	0.550
GPX6	HAM1	3702.O48646	3702.Q9FLF7	0	0	0	0	0	0.363	0.324	0.149	0.601
GPX6	HAM2	3702.O48646	3702.Q9LXD7	0	0	0	0	0	0.363	0.324	0.149	0.601
GPX6	MRG2	3702.O48646	3702.Q4V3E2	0	0	0	0	0	0.413	0.381	0.211	0.688
GPX6	MRG1	3702.O48646	3702.Q94C32	0	0	0	0	0	0.413	0.381	0.211	0.688
GPX6	HSP70-4	3702.O48646	3702.Q9LHA8	0	0	0	0	0	0	0	0.731	0.731
GRF1	GRF9	3702.O81001	3702.Q8S9M3	0	0	0	0.604	0.069	0	0	0.391	0.408
GTA2	SPT6	3702.Q9STN3	3702.A8MS85	0	0	0	0	0.188	0.689	0.564	0.622	0.952
GTA2	VIP6	3702.Q9STN3	3702.B5X0I6	0	0	0	0	0.060	0.792	0.597	0.318	0.939
GTA2	GTC2	3702.Q9STN3	3702.F4JME7	0	0	0	0	0.081	0.685	0.745	0.283	0.940
GTA2	RDM3	3702.Q9STN3	3702.F4JW79	0	0	0.191	0.653	0.069	0	0.540	0.313	0.730
GTA2	TAF4B	3702.Q9STN3	3702.F4K4L7	0	0	0	0	0	0	0	0.540	0.540
GTA2	NRPB4	3702.Q9STN3	3702.O48890	0	0	0	0	0	0.832	0.600	0.369	0.953
GTA2	NRPB8A	3702.Q9STN3	3702.O81097	0	0	0	0	0.043	0.689	0.526	0.167	0.866
GTA2	SPT16	3702.Q9STN3	3702.O82491	0	0	0	0	0.110	0.685	0.745	0.283	0.942
GTA2	HTR4	3702.Q9STN3	3702.P59169	0	0	0	0	0	0.412	0	0.197	0.507
GTA2	HTR2	3702.Q9STN3	3702.P59226	0	0	0	0	0	0.412	0	0.197	0.507
GTA2	SSRP1	3702.Q9STN3	3702.Q05153	0	0	0	0	0.085	0.816	0.803	0.306	0.974
GTA2	NRPB11	3702.Q9STN3	3702.Q38859	0	0	0	0	0	0.833	0.600	0.119	0.936
GTA2	NRPB3	3702.Q9STN3	3702.Q39211	0	0	0	0	0	0.695	0.525	0.283	0.887
GTA2	NRPD3B	3702.Q9STN3	3702.Q39212	0	0	0	0	0	0.695	0.525	0.283	0.887
GTA2	NRPE1	3702.Q9STN3	3702.Q5D869	0	0	0	0	0.094	0.415	0.333	0.742	0.896
GTA2	NRPD4	3702.Q9STN3	3702.Q6DBA5	0	0	0	0	0	0.695	0.521	0.337	0.894
GTA2	NRPB9A	3702.Q9STN3	3702.Q6NLH0	0	0	0	0	0	0.690	0.526	0.197	0.871
GTA2	TAF4	3702.Q9STN3	3702.Q6SJR1	0	0	0	0	0	0	0	0.540	0.540
GTA2	NRPB9B	3702.Q9STN3	3702.Q8L5V0	0	0	0	0	0	0.690	0.526	0.197	0.871
GTA2	MAH20.24	3702.Q9STN3	3702.Q8LCQ3	0	0	0	0	0	0.695	0.774	0.868	0.990
GTA2	NRPB10	3702.Q9STN3	3702.Q8LFJ6	0	0	0	0	0	0.681	0.523	0.142	0.858
GTA2	HTR12	3702.Q9STN3	3702.Q8RVQ9	0	0	0	0	0	0.412	0	0.196	0.507
GTA2	SPT42	3702.Q9STN3	3702.Q94C60	0	0	0	0	0	0.695	0.774	0.838	0.987
GTA2	VIP5	3702.Q9STN3	3702.Q9C950	0	0	0	0	0.044	0.822	0.540	0.314	0.939
GTA2	NRPB6A	3702.Q9STN3	3702.Q9FJ98	0	0	0	0	0.045	0.694	0.523	0.204	0.874
GTA2	HTR11	3702.Q9STN3	3702.Q9FKQ3	0	0	0	0	0	0.412	0	0.202	0.511
GTA2	VIP4	3702.Q9STN3	3702.Q9FNQ0	0	0	0	0	0.069	0.802	0.567	0.309	0.937
GTA2	T6J4.12	3702.Q9STN3	3702.Q9FX60	0	0	0	0	0	0.412	0	0.202	0.511
GTA2	MGH3	3702.Q9STN3	3702.Q9FXI7	0	0	0	0	0	0.412	0	0.201	0.510
GTA2	Q9LIF6_ARATH	3702.Q9STN3	3702.Q9LIF6	0	0	0	0	0	0.297	0	0.197	0.411
GTA2	T24H18.80	3702.Q9STN3	3702.Q9LXU8	0	0	0	0	0	0.412	0	0.202	0.511
GTA2	NRPB8B	3702.Q9STN3	3702.Q9M1A8	0	0	0	0	0	0.689	0.526	0.167	0.866
GTA2	NRPB6B	3702.Q9STN3	3702.Q9SJ96	0	0	0	0	0	0.694	0.523	0.204	0.873
GTA2	T5J17.190	3702.Q9STN3	3702.Q9SMQ3	0	0	0	0	0	0.412	0	0.114	0.456
GTA2	NRPA1	3702.Q9STN3	3702.Q9SVY0	0	0	0	0	0.047	0.297	0	0.197	0.415
GTA2	NRPB10L	3702.Q9STN3	3702.Q9SYA6	0	0	0	0	0	0.681	0.523	0.142	0.858
GTC2	SPT6	3702.F4JME7	3702.A8MS85	0	0	0	0	0.276	0.847	0.809	0.409	0.985
GTC2	VIP6	3702.F4JME7	3702.B5X0I6	0	0	0	0	0.077	0.907	0.859	0.426	0.992
GTC2	SYD	3702.F4JME7	3702.F4IHS2	0	0	0	0	0	0.415	0.189	0.210	0.592
GTC2	K21L13.5	3702.F4JME7	3702.Q8GXR1	0	0	0	0	0.042	0.292	0	0.209	0.416
GTC2	HAG1	3702.F4JME7	3702.Q9AR19	0	0	0	0	0	0.292	0	0.209	0.416
GTC2	HAM2	3702.F4JME7	3702.Q9LXD7	0	0	0	0	0	0.350	0	0.172	0.438
GTC2	HAM1	3702.F4JME7	3702.Q9FLF7	0	0	0	0	0	0.350	0	0.172	0.438
GTC2	HMGB15	3702.F4JME7	3702.Q9MAT6	0	0	0	0	0.081	0.249	0.174	0.158	0.455
GTC2	HMGB9	3702.F4JME7	3702.Q9SGS2	0	0	0	0	0.081	0.249	0.174	0.158	0.455
GTC2	HMGB10	3702.F4JME7	3702.Q9LTT3	0	0	0	0	0.081	0.249	0.174	0.158	0.455
GTC2	HMGB11	3702.F4JME7	3702.Q9LG02	0	0	0	0	0.081	0.249	0.174	0.158	0.455
GTC2	HMGB6	3702.F4JME7	3702.Q9SUP7	0	0	0	0	0.081	0.249	0.174	0.158	0.455
GTC2	RIN1	3702.F4JME7	3702.Q9FMR9	0	0	0	0	0	0.070	0	0.478	0.493
GTC2	SPT16	3702.F4JME7	3702.O82491	0	0	0.050	0.981	0.046	0	0.540	0	0.546
GTC2	TTL1	3702.F4JME7	3702.Q9MAH1	0	0	0	0	0.054	0.414	0.230	0.064	0.546
GTC2	HTA9	3702.F4JME7	3702.Q9C944	0	0	0	0	0	0.547	0	0.306	0.672
GTC2	HTA8	3702.F4JME7	3702.Q9SII0	0	0	0	0	0	0.547	0	0.306	0.672
GTC2	H2AV	3702.F4JME7	3702.O23628	0	0	0	0	0	0.547	0	0.306	0.672
GTC2	HTA4	3702.F4JME7	3702.Q9T0H7	0	0	0	0	0	0.547	0	0.306	0.672
GTC2	HTR11	3702.F4JME7	3702.Q9FKQ3	0	0	0	0	0	0.617	0	0.221	0.688
GTC2	T5J17.190	3702.F4JME7	3702.Q9SMQ3	0	0	0	0	0	0.617	0	0.221	0.688
GTC2	MGH3	3702.F4JME7	3702.Q9FXI7	0	0	0	0	0	0.617	0	0.221	0.688
GTC2	HTR4	3702.F4JME7	3702.P59169	0	0	0	0	0	0.617	0	0.221	0.688
GTC2	HTR2	3702.F4JME7	3702.P59226	0	0	0	0	0	0.617	0	0.221	0.688
GTC2	HTR12	3702.F4JME7	3702.Q8RVQ9	0	0	0	0	0	0.617	0	0.221	0.688
GTC2	T6J4.12	3702.F4JME7	3702.Q9FX60	0	0	0	0	0	0.617	0	0.221	0.688
GTC2	T24H18.80	3702.F4JME7	3702.Q9LXU8	0	0	0	0	0.088	0.617	0	0.221	0.704
GTC2	NRPE1	3702.F4JME7	3702.Q5D869	0	0	0	0	0.122	0.643	0.413	0.309	0.856
GTC2	MUB3.7	3702.F4JME7	3702.Q9FLG3	0	0	0	0	0.081	0.685	0.470	0.283	0.875
GTC2	NRPB8A	3702.F4JME7	3702.O81097	0	0	0	0	0	0.810	0.602	0.049	0.921
GTC2	NRPB8B	3702.F4JME7	3702.Q9M1A8	0	0	0	0	0	0.810	0.602	0.049	0.921
GTC2	NRPB6B	3702.F4JME7	3702.Q9SJ96	0	0	0	0	0	0.810	0.602	0.070	0.923
GTC2	NRPB6A	3702.F4JME7	3702.Q9FJ98	0	0	0	0	0	0.810	0.602	0.070	0.923
GTC2	NRPB10	3702.F4JME7	3702.Q8LFJ6	0	0	0	0	0	0.810	0.597	0.090	0.924
GTC2	NRPB10L	3702.F4JME7	3702.Q9SYA6	0	0	0	0	0	0.810	0.597	0.090	0.924
GTC2	NRPB9B	3702.F4JME7	3702.Q8L5V0	0	0	0	0	0	0.810	0.602	0.111	0.926
GTC2	NRPB9A	3702.F4JME7	3702.Q6NLH0	0	0	0	0	0	0.810	0.602	0.111	0.926
GTC2	RDM3	3702.F4JME7	3702.F4JW79	0	0	0	0	0.081	0.685	0.745	0.283	0.940
GTC2	NRPD4	3702.F4JME7	3702.Q6DBA5	0	0	0	0	0	0.827	0.596	0.282	0.945
GTC2	NRPB11	3702.F4JME7	3702.Q38859	0	0	0	0	0	0.884	0.707	0	0.964
GTC2	NRPB4	3702.F4JME7	3702.O48890	0	0	0	0	0	0.888	0.656	0.313	0.971
GTC2	NRPD3B	3702.F4JME7	3702.Q39212	0	0	0	0	0.067	0.884	0.601	0.407	0.971
GTC2	NRPB3	3702.F4JME7	3702.Q39211	0	0	0	0	0.067	0.884	0.601	0.407	0.971
GTC2	VIP5	3702.F4JME7	3702.Q9C950	0	0	0	0	0.109	0.904	0.587	0.425	0.977
GTC2	MAH20.24	3702.F4JME7	3702.Q8LCQ3	0	0	0	0	0	0.874	0.809	0.404	0.984
GTC2	SPT42	3702.F4JME7	3702.Q94C60	0	0	0	0	0	0.874	0.809	0.404	0.984
GTC2	VIP4	3702.F4JME7	3702.Q9FNQ0	0	0	0	0	0.145	0.904	0.859	0.427	0.992
GTC2	SSRP1	3702.F4JME7	3702.Q05153	0	0	0	0	0.216	0.938	0.887	0.423	0.996
H2AV	SWC2	3702.O23628	3702.F4IP06	0	0	0	0	0	0.912	0	0.873	0.988
H2AV	TAF4B	3702.O23628	3702.F4K4L7	0	0	0	0	0	0.411	0	0	0.410
H2AV	MBK5.18	3702.O23628	3702.F4KAT5	0	0	0	0	0.066	0.363	0.194	0.064	0.491
H2AV	MAH20.19	3702.O23628	3702.F4KB54	0	0	0	0	0	0.071	0.424	0.118	0.486
H2AV	TAF4	3702.O23628	3702.Q6SJR1	0	0	0	0	0	0.411	0	0	0.410
H2AV	HSP70-4	3702.O23628	3702.Q9LHA8	0	0	0	0	0	0.050	0.060	0.398	0.415
H2AV	TTL1	3702.O23628	3702.Q9MAH1	0	0	0	0	0.058	0.049	0.401	0.044	0.418
H2AV	NRPA1	3702.O23628	3702.Q9SVY0	0	0	0	0	0	0	0.415	0.078	0.437
H2AV	Q9LIF6_ARATH	3702.O23628	3702.Q9LIF6	0	0	0	0	0.045	0	0.415	0.078	0.439
H2AV	SSRP1	3702.O23628	3702.Q05153	0	0	0	0	0.063	0.209	0	0.309	0.443
H2AV	T27K22.4	3702.O23628	3702.Q94JX1	0	0	0	0	0.066	0.363	0.194	0.067	0.492
H2AV	HDA7	3702.O23628	3702.Q9FH09	0	0	0	0	0.050	0.267	0.331	0.124	0.537
H2AV	NRPE1	3702.O23628	3702.Q5D869	0	0	0	0	0.081	0.410	0.183	0.125	0.560
H2AV	NRPB10L	3702.O23628	3702.Q9SYA6	0	0	0	0	0.062	0.363	0.345	0	0.574
H2AV	NRPB10	3702.O23628	3702.Q8LFJ6	0	0	0	0	0.062	0.363	0.345	0	0.574
H2AV	HDA6	3702.O23628	3702.Q9FML2	0	0	0	0	0.050	0.267	0.331	0.208	0.582
H2AV	NRPB6B	3702.O23628	3702.Q9SJ96	0	0	0	0	0	0.363	0.373	0.067	0.594
H2AV	NRPB6A	3702.O23628	3702.Q9FJ98	0	0	0	0	0	0.363	0.373	0.067	0.594
H2AV	HDA9	3702.O23628	3702.Q8H0W2	0	0	0	0	0.050	0.267	0.331	0.233	0.595
H2AV	LHP1	3702.O23628	3702.Q946J8	0	0	0	0	0.140	0.079	0.425	0.227	0.601
H2AV	HMGB6	3702.O23628	3702.Q9SUP7	0	0	0	0	0.305	0.363	0.169	0.064	0.609
H2AV	Q93VF4_ARATH	3702.O23628	3702.Q93VF4	0	0	0	0	0	0.587	0	0.119	0.620
H2AV	NRPB8B	3702.O23628	3702.Q9M1A8	0	0	0	0	0.067	0.363	0.437	0	0.636
H2AV	NRPD4	3702.O23628	3702.Q6DBA5	0	0	0	0	0.123	0.363	0.396	0.049	0.636
H2AV	NRPB8A	3702.O23628	3702.O81097	0	0	0	0	0.067	0.363	0.437	0	0.636
H2AV	NRPB9A	3702.O23628	3702.Q6NLH0	0	0	0	0	0.072	0.412	0.396	0.047	0.643
H2AV	NRPB9B	3702.O23628	3702.Q8L5V0	0	0	0	0	0.099	0.412	0.396	0.047	0.654
H2AV	SPT16	3702.O23628	3702.O82491	0	0	0	0	0	0.547	0	0.306	0.672
H2AV	NRPB11	3702.O23628	3702.Q38859	0	0	0	0	0.277	0.284	0.475	0	0.704
H2AV	NRPD3B	3702.O23628	3702.Q39212	0	0	0	0	0.067	0.363	0.424	0.244	0.706
H2AV	NRPB4	3702.O23628	3702.O48890	0	0	0	0	0.126	0.413	0.475	0.064	0.714
H2AV	NRPB3	3702.O23628	3702.Q39211	0	0	0	0	0.096	0.363	0.424	0.244	0.715
H2AV	MRG1	3702.O23628	3702.Q94C32	0	0	0	0	0.094	0.618	0.080	0.224	0.719
H2AV	MRG2	3702.O23628	3702.Q4V3E2	0	0	0	0	0.094	0.618	0.080	0.224	0.719
H2AV	K21L13.5	3702.O23628	3702.Q8GXR1	0	0	0	0	0	0.277	0.538	0.242	0.724
H2AV	HAG1	3702.O23628	3702.Q9AR19	0	0	0	0	0	0.277	0.538	0.242	0.724
H2AV	HAM2	3702.O23628	3702.Q9LXD7	0	0	0	0	0	0.624	0.080	0.290	0.732
H2AV	PCNA2	3702.O23628	3702.Q9ZW35	0	0	0	0	0.712	0.054	0	0.097	0.733
H2AV	MORF1	3702.O23628	3702.O49429	0	0	0	0	0.260	0.564	0	0.242	0.734
H2AV	T5J17.190	3702.O23628	3702.Q9SMQ3	0	0	0	0	0.154	0.515	0.346	0.173	0.748
H2AV	K9I9.20	3702.O23628	3702.Q9FJW0	0	0	0	0	0.063	0.674	0	0.246	0.749
H2AV	T16K5.180	3702.O23628	3702.Q9M2X5	0	0	0	0	0.063	0.674	0	0.246	0.749
H2AV	PCNA	3702.O23628	3702.Q9M7Q7	0	0	0	0	0.748	0.054	0	0.097	0.766
H2AV	SUVR5	3702.O23628	3702.O64827	0	0	0	0	0	0.480	0.534	0.120	0.768
H2AV	HAM1	3702.O23628	3702.Q9FLF7	0	0	0	0	0	0.624	0.080	0.452	0.793
H2AV	T24H18.80	3702.O23628	3702.Q9LXU8	0	0	0	0	0.160	0.515	0.346	0.604	0.880
H2AV	HMGB11	3702.O23628	3702.Q9LG02	0	0	0	0	0.155	0.809	0.324	0.081	0.886
H2AV	HMGB9	3702.O23628	3702.Q9SGS2	0	0	0	0	0.155	0.809	0.324	0.081	0.886
H2AV	HMGB10	3702.O23628	3702.Q9LTT3	0	0	0	0	0.155	0.809	0.324	0.081	0.886
H2AV	HMGB15	3702.O23628	3702.Q9MAT6	0	0	0	0	0.155	0.809	0.324	0.081	0.886
H2AV	T6J4.12	3702.O23628	3702.Q9FX60	0	0	0	0	0.154	0.515	0.346	0.630	0.887
H2AV	MGH3	3702.O23628	3702.Q9FXI7	0	0	0	0	0.154	0.515	0.346	0.630	0.887
H2AV	HTR11	3702.O23628	3702.Q9FKQ3	0	0	0	0	0.186	0.515	0.346	0.630	0.892
H2AV	HTR4	3702.O23628	3702.P59169	0	0	0	0	0.154	0.515	0.346	0.689	0.905
H2AV	RIN1	3702.O23628	3702.Q9FMR9	0	0	0	0	0.080	0.844	0.197	0.481	0.932
H2AV	HTR12	3702.O23628	3702.Q8RVQ9	0	0	0	0	0.390	0.515	0.346	0.724	0.939
H2AV	HTR2	3702.O23628	3702.P59226	0	0	0	0	0.513	0.515	0.346	0.655	0.939
H2AV	SWC4	3702.O23628	3702.Q8VZL6	0	0	0	0	0	0.819	0	0.850	0.971
HAB1	PXG3	3702.Q9CAJ0	3702.O22788	0	0	0	0	0.150	0.050	0	0.323	0.406
HAB1	PYR1	3702.Q9CAJ0	3702.O49686	0	0	0	0	0	0.988	0.650	0.995	0.999
HAB1	PP2CA	3702.Q9CAJ0	3702.P49598	0	0	0.100	0.871	0.345	0	0	0.152	0.457
HAB1	P5CSA	3702.Q9CAJ0	3702.P54887	0.112	0	0	0	0.053	0.151	0	0.279	0.416
HAB1	LTI65	3702.Q9CAJ0	3702.Q04980	0	0	0	0	0.079	0.292	0	0.739	0.814
HAB1	RD29A	3702.Q9CAJ0	3702.Q06738	0	0	0	0	0.048	0	0	0.740	0.741
HAB1	RD22	3702.Q9CAJ0	3702.Q08298	0	0	0	0	0.043	0.076	0	0.579	0.595
HAB1	SRK2D	3702.Q9CAJ0	3702.Q39192	0	0	0	0	0	0.645	0.667	0.900	0.987
HAB1	SRK2I	3702.Q9CAJ0	3702.Q39193	0	0	0	0	0	0.648	0.667	0.897	0.986
HAB1	MYC2	3702.Q9CAJ0	3702.Q39204	0	0	0	0	0.054	0	0	0.541	0.547
HAB1	NAC072	3702.Q9CAJ0	3702.Q93VY3	0	0	0	0	0.105	0	0	0.418	0.456
HAB1	SRK2E	3702.Q9CAJ0	3702.Q940H6	0	0	0	0	0	0.986	0.667	0.971	0.999
HAB1	MYB44	3702.Q9CAJ0	3702.Q9FDW1	0	0	0	0	0	0	0	0.541	0.541
HAB1	SAG113	3702.Q9CAJ0	3702.Q9FIF5	0	0	0.122	0.830	0.472	0	0	0.156	0.575
HAB1	KEG	3702.Q9CAJ0	3702.Q9FY48	0	0	0	0	0	0.135	0	0.680	0.711
HAB1	NCED3	3702.Q9CAJ0	3702.Q9LRR7	0	0	0	0	0.100	0	0	0.718	0.735
HAB1	ZEP	3702.Q9CAJ0	3702.Q9FGC7	0	0	0	0	0.148	0.048	0	0.837	0.856
HAG1	SYD	3702.Q9AR19	3702.F4IHS2	0	0	0	0	0.049	0.415	0.095	0.115	0.494
HAG1	NRPC1	3702.Q9AR19	3702.F4JXF9	0	0	0	0	0.057	0.077	0.436	0	0.466
HAG1	MAH20.19	3702.Q9AR19	3702.F4KB54	0	0	0	0	0.050	0.230	0.537	0.228	0.703
HAG1	SUVR5	3702.Q9AR19	3702.O64827	0	0	0	0	0	0.410	0.423	0.258	0.725
HAG1	SPT16	3702.Q9AR19	3702.O82491	0	0	0	0	0.044	0.292	0	0.284	0.473
HAG1	HTR4	3702.Q9AR19	3702.P59169	0	0	0	0	0	0.715	0.388	0.894	0.980
HAG1	HTR2	3702.Q9AR19	3702.P59226	0	0	0	0	0	0.615	0.388	0.894	0.972
HAG1	NRPB3	3702.Q9AR19	3702.Q39211	0	0	0	0	0	0.051	0.414	0.230	0.534
HAG1	NRPD3B	3702.Q9AR19	3702.Q39212	0	0	0	0	0	0.051	0.414	0.230	0.534
HAG1	NRPE1	3702.Q9AR19	3702.Q5D869	0	0	0	0	0	0.363	0.075	0.183	0.476
HAG1	HSFA3	3702.Q9AR19	3702.Q8GYY1	0	0	0	0	0	0.076	0	0.431	0.451
HAG1	HDA9	3702.Q9AR19	3702.Q8H0W2	0	0	0	0	0.051	0.251	0.176	0.521	0.682
HAG1	HTR12	3702.Q9AR19	3702.Q8RVQ9	0	0	0	0	0	0.615	0.388	0.894	0.972
HAG1	NF-YB11	3702.Q9AR19	3702.Q9ZQH2	0	0	0	0	0	0.344	0	0.157	0.423
HAG1	NRPB6B	3702.Q9AR19	3702.Q9SJ96	0	0	0	0	0	0	0.459	0.227	0.563
HAG1	NRPB6A	3702.Q9AR19	3702.Q9FJ98	0	0	0	0	0	0	0.459	0.227	0.563
HAG1	Q9LIF6_ARATH	3702.Q9AR19	3702.Q9LIF6	0	0	0	0	0.065	0.078	0.541	0	0.569
HAG1	NRPA1	3702.Q9AR19	3702.Q9SVY0	0	0	0	0	0.065	0.078	0.541	0	0.569
HAG1	HTA9	3702.Q9AR19	3702.Q9C944	0	0	0	0	0	0.277	0.538	0.242	0.724
HAG1	HTA8	3702.Q9AR19	3702.Q9SII0	0	0	0	0	0	0.277	0.538	0.242	0.724
